gender,degree,stream,ssc_p,hsc_p,cgpa,workex,coding_skills,communication_skills,analytical_skills,domain_knowledge,projects,internships,certifications,placed_status,placed_sector,placed_role,salary_lpa
M,B.Tech,Computer Science,71.22,64.09,8.67,No,7.2,6.3,5.0,8.4,4,0,1,Placed,Tech,Software Engineer,12.41
M,BBA,Finance,65.81,82.45,9.02,No,6.4,6.6,6.8,6.5,2,0,2,Placed,Consulting,Business Analyst,7.39
F,MCA,Computer Applications,61.75,69.48,7.09,No,5.7,9.8,6.7,6.2,2,0,3,Placed,Consulting,Operations Analyst,10.49
F,BCA,Computer Applications,59.41,73.75,6.74,Yes,7.3,8.2,4.7,5.9,3,1,0,Placed,Consulting,Strategy Consultant,9.0
F,MCA,Computer Applications,62.84,68.85,6.57,No,9.6,5.6,5.7,3.8,2,1,3,Placed,Tech,Software Engineer,15.0
F,B.Sc,Computer Science,81.21,58.17,8.27,No,6.0,5.6,6.1,7.5,0,0,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,63.39,79.34,7.77,Yes,6.8,7.9,10.0,9.0,2,1,1,Placed,Consulting,Business Analyst,13.73
M,MCA,Computer Applications,64.85,75.03,7.41,No,7.5,5.0,5.2,5.5,1,2,0,Placed,Tech,Data Analyst,13.6
M,MBA,Business Analytics,65.43,93.06,9.05,No,1.0,8.1,8.2,6.7,0,1,2,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,73.39,59.84,7.99,No,8.1,7.0,5.7,7.2,3,0,1,Placed,Tech,Software Engineer,13.13
M,B.Com,General Commerce,74.56,78.23,6.49,Yes,1.2,7.3,7.2,7.1,0,0,1,Not Placed,Not Placed,None,
F,B.Tech,Civil,45.0,56.88,6.68,No,2.8,6.1,5.7,8.4,0,0,0,Placed,Core Engineering,Graduate Engineer Trainee,5.69
M,B.Com,General Commerce,80.22,71.57,8.32,No,3.0,5.6,4.8,6.3,0,1,2,Placed,Consulting,Operations Analyst,4.56
F,B.Tech,Information Technology,84.36,79.77,8.75,No,7.0,8.7,6.2,6.8,1,1,1,Placed,Consulting,Strategy Consultant,8.9
M,MBA,Human Resources,59.5,49.28,8.16,No,3.9,6.1,6.1,6.6,1,0,1,Not Placed,Not Placed,None,
M,BCA,Computer Applications,60.28,67.95,9.78,Yes,8.4,5.9,5.6,4.3,1,1,0,Placed,Tech,Software Engineer,16.44
M,B.Tech,Electronics,65.5,64.37,9.46,No,3.8,6.4,5.7,5.3,2,0,1,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,62.44,62.98,8.03,No,8.1,6.8,8.3,8.0,1,0,1,Placed,Tech,Data Analyst,13.15
F,B.Tech,Electronics,72.24,73.85,6.49,No,6.1,5.0,6.0,6.0,3,1,0,Placed,Core Engineering,Graduate Engineer Trainee,5.3
F,BCA,Computer Applications,50.53,81.21,5.93,No,7.3,5.7,4.8,5.7,2,1,0,Not Placed,Not Placed,None,
F,B.Tech,Electronics,58.82,68.67,7.04,Yes,5.3,5.6,5.8,5.7,3,2,2,Placed,Core Engineering,Graduate Engineer Trainee,5.04
M,BBA,General Management,85.39,72.05,8.4,Yes,2.9,7.8,6.6,7.4,2,0,1,Placed,Consulting,Strategy Consultant,10.15
M,MCA,Computer Applications,60.72,71.14,9.69,No,10.0,5.2,4.5,9.1,3,0,2,Placed,Tech,Software Engineer,17.67
M,B.Tech,Mechanical,82.43,70.02,8.0,No,6.6,3.9,8.9,4.8,1,1,2,Placed,Tech,Software Engineer,11.96
M,B.Sc,Mathematics,73.55,59.11,8.9,No,1.7,3.5,7.8,5.3,2,2,2,Not Placed,Not Placed,None,
F,B.Com,General Commerce,51.91,81.08,7.21,No,1.0,4.3,8.6,8.0,0,0,1,Placed,Finance,Tax Consultant,9.77
F,B.Tech,Information Technology,76.35,72.95,8.25,No,8.2,8.5,7.1,9.1,4,2,0,Placed,Tech,Software Engineer,15.49
F,B.Tech,Computer Science,68.82,73.95,8.49,No,5.8,6.5,3.4,5.7,2,2,1,Not Placed,Not Placed,None,
M,B.Tech,Civil,65.45,61.93,5.12,No,3.6,7.3,8.8,7.9,1,0,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,72.45,65.41,7.0,No,1.1,7.3,7.6,8.9,1,2,0,Not Placed,Not Placed,None,
M,B.Com,General Commerce,74.75,68.24,8.64,No,3.6,6.6,5.3,5.8,2,0,0,Placed,Consulting,Business Analyst,5.91
F,BCA,Computer Applications,77.08,54.66,7.83,No,6.2,6.4,6.7,7.5,1,2,1,Placed,Tech,Software Engineer,12.16
M,BBA,Finance,81.78,53.12,6.06,No,3.1,8.1,7.7,7.8,0,0,2,Not Placed,Not Placed,None,
M,BBA,Finance,74.08,63.99,4.58,No,5.9,6.7,8.5,7.2,0,0,2,Not Placed,Not Placed,None,
M,B.Sc,Mathematics,56.24,75.23,7.06,No,2.3,8.6,7.9,5.1,0,0,0,Placed,Consulting,Operations Analyst,10.46
F,BBA,Finance,65.26,63.47,7.41,No,2.6,7.4,8.5,7.4,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,99.0,59.81,6.44,No,6.5,5.6,6.0,7.5,2,1,2,Placed,Tech,Web Developer,10.18
M,B.Tech,Computer Science,77.24,61.85,7.67,Yes,9.2,5.8,7.0,4.6,2,1,3,Placed,Tech,Software Engineer,15.4
F,B.Tech,Computer Science,93.69,65.45,8.11,No,9.2,5.4,6.3,5.6,3,0,1,Not Placed,Not Placed,None,
M,B.Tech,Civil,83.95,66.46,8.3,No,5.0,8.3,7.8,6.0,2,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,72.42,91.66,4.67,No,8.1,5.9,7.7,7.9,2,0,1,Not Placed,Not Placed,None,
M,MBA,Finance,73.01,80.55,5.92,No,1.0,5.3,5.7,9.4,0,0,0,Not Placed,Not Placed,None,
M,B.Tech,Electronics,69.63,80.25,7.13,No,5.5,7.0,2.7,7.9,2,1,0,Placed,Core Engineering,Graduate Engineer Trainee,6.28
F,B.Tech,Computer Science,52.62,81.69,8.19,No,5.9,6.4,6.7,8.5,1,0,3,Placed,Consulting,Business Analyst,7.05
F,BCA,Computer Applications,70.18,60.01,8.09,No,8.0,6.9,6.3,6.0,3,2,0,Placed,Tech,Data Analyst,15.14
M,MBA,Operations,82.11,57.78,8.07,Yes,2.9,9.3,6.8,7.4,1,0,1,Placed,Consulting,Business Analyst,11.89
F,B.Tech,Civil,64.0,58.93,7.04,No,3.5,7.9,5.4,5.4,2,0,1,Not Placed,Not Placed,None,
M,BCA,Computer Applications,74.12,83.35,7.11,No,9.2,6.5,4.5,3.7,2,0,2,Placed,Tech,Data Analyst,13.9
M,B.Tech,Electronics,78.52,64.53,6.63,Yes,5.5,4.4,7.2,5.8,2,2,1,Placed,Core Engineering,Design Engineer,4.65
M,B.Tech,Computer Science,60.9,57.49,8.42,No,6.6,5.8,6.0,5.9,3,1,1,Placed,Tech,Software Engineer,12.34
M,MBA,Business Analytics,65.49,65.69,6.4,No,3.2,7.6,9.2,6.6,0,2,0,Placed,Finance,Risk Associate,9.21
M,MBA,Marketing,59.82,67.61,8.52,Yes,3.4,4.7,5.5,6.5,0,2,2,Placed,Finance,Financial Analyst,8.69
F,B.Tech,Information Technology,61.78,72.68,7.75,No,8.3,9.7,8.6,5.8,1,1,3,Placed,Consulting,Business Analyst,12.34
F,MBA,Human Resources,57.12,72.51,7.45,No,2.5,6.5,8.0,7.3,2,0,0,Placed,Consulting,Business Analyst,8.52
M,B.Sc,Physics,61.0,61.72,6.71,No,1.0,6.6,6.9,4.9,1,0,1,Placed,Consulting,Strategy Consultant,7.52
M,BBA,Marketing,84.19,76.86,5.87,No,2.7,5.5,6.2,8.7,0,2,0,Placed,Consulting,Operations Analyst,5.68
F,BCA,Computer Applications,60.85,63.61,6.72,No,6.8,7.2,7.8,5.3,2,1,1,Placed,Consulting,Business Analyst,9.02
F,BCA,Computer Applications,71.26,68.44,7.1,Yes,8.2,4.8,7.1,4.8,2,0,1,Placed,Tech,Data Analyst,12.35
F,BCA,Computer Applications,64.97,76.87,4.66,No,5.7,9.7,6.9,7.7,4,2,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,81.79,63.58,7.26,No,2.9,8.5,7.4,4.2,1,0,1,Placed,Consulting,Operations Analyst,9.87
F,B.Tech,Computer Science,83.11,64.31,8.61,No,6.9,8.0,8.6,3.9,4,1,0,Placed,Consulting,Operations Analyst,10.62
M,B.Tech,Information Technology,78.64,75.92,8.18,Yes,6.0,4.4,4.6,7.8,3,0,1,Placed,Tech,Software Engineer,10.16
M,B.Tech,Information Technology,73.06,61.42,6.9,No,7.7,6.8,4.9,5.4,3,1,1,Placed,Tech,Data Analyst,12.4
M,B.Com,Accounting & Finance,67.69,66.15,7.56,No,4.4,8.3,8.0,7.9,1,1,1,Placed,Consulting,Operations Analyst,10.29
M,B.Tech,Computer Science,58.08,75.56,6.83,No,6.9,7.4,4.2,6.8,2,1,2,Placed,Tech,Software Engineer,11.14
M,B.Com,Accounting & Finance,89.44,90.54,7.68,No,1.0,5.0,6.7,8.7,0,0,2,Placed,Finance,Financial Analyst,8.61
M,MBA,Operations,62.4,76.05,9.35,Yes,3.9,5.5,7.4,7.3,0,1,0,Placed,Consulting,Business Analyst,8.73
M,B.Tech,Mechanical,76.64,74.73,8.66,No,3.0,5.8,6.5,5.7,0,0,0,Placed,Core Engineering,Design Engineer,3.55
F,B.Com,Accounting & Finance,80.6,75.31,8.12,No,3.2,5.6,7.5,7.0,0,2,2,Placed,Finance,Financial Analyst,9.63
M,MCA,Computer Applications,64.45,59.27,6.91,Yes,5.8,8.8,8.2,7.1,3,2,2,Placed,Consulting,Operations Analyst,12.78
M,BBA,Marketing,80.38,71.16,8.4,No,2.4,3.6,6.7,7.3,1,1,1,Placed,Consulting,Operations Analyst,5.71
M,B.Tech,Computer Science,77.64,69.7,5.48,No,8.0,7.5,7.0,9.2,1,2,3,Placed,Tech,Cloud Associate,12.94
F,B.Com,General Commerce,87.28,73.22,7.2,No,4.2,4.6,8.2,6.4,0,0,1,Placed,Finance,Financial Analyst,9.28
M,BBA,Human Resources,65.31,71.17,8.2,No,5.1,5.1,6.3,8.8,0,0,0,Not Placed,Not Placed,None,
M,MBA,Marketing,57.14,73.8,8.39,No,1.0,3.5,9.6,8.0,2,0,1,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,64.95,66.89,8.3,No,6.0,5.7,7.7,8.2,0,0,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,72.09,70.59,7.85,Yes,8.4,8.8,9.5,8.4,3,1,0,Placed,Consulting,Business Analyst,14.06
F,B.Sc,Biotech,70.58,57.72,7.27,No,1.6,6.9,5.0,8.6,1,0,2,Placed,Consulting,Business Analyst,5.94
M,BBA,General Management,66.07,66.8,8.15,No,2.1,4.7,7.3,8.0,0,1,1,Placed,Consulting,Business Analyst,6.28
M,B.Sc,Computer Science,50.91,83.91,6.36,Yes,8.4,8.0,5.5,5.1,2,0,1,Placed,Tech,Web Developer,11.92
F,B.Tech,Computer Science,74.7,73.19,6.49,No,7.9,8.3,8.2,4.9,3,2,0,Placed,Tech,Software Engineer,13.38
M,MBA,Business Analytics,89.72,69.79,7.57,No,2.6,6.7,8.5,6.8,2,0,1,Placed,Consulting,Business Analyst,9.17
F,B.Com,General Commerce,74.64,88.96,7.71,No,5.6,9.6,6.9,6.6,1,0,0,Placed,Consulting,Business Analyst,10.49
M,B.Com,Accounting & Finance,76.09,56.39,5.31,Yes,3.7,7.7,7.5,8.0,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,75.72,58.91,8.05,No,8.9,7.5,7.9,4.1,2,0,0,Placed,Tech,Software Engineer,14.44
M,B.Com,Accounting & Finance,73.97,87.13,8.43,No,1.1,5.3,6.9,5.6,2,0,1,Placed,Consulting,Business Analyst,6.24
M,MCA,Computer Applications,79.32,70.46,7.41,No,7.0,7.4,9.0,5.6,3,1,1,Placed,Consulting,Business Analyst,10.47
F,B.Com,Accounting & Finance,73.95,67.57,10.0,No,2.6,6.8,6.7,5.8,2,0,0,Placed,Consulting,Operations Analyst,7.56
F,B.Tech,Computer Science,66.87,58.01,6.68,No,7.4,7.3,4.5,5.9,3,2,0,Placed,Tech,Software Engineer,12.85
M,B.Com,Accounting & Finance,62.04,74.48,7.07,No,1.3,5.5,7.1,4.2,2,1,0,Placed,Consulting,Business Analyst,6.55
F,MBA,Marketing,67.51,75.44,7.03,No,1.0,6.7,5.6,7.5,0,1,0,Placed,Finance,Financial Analyst,4.94
M,B.Tech,Electronics,73.14,59.06,7.41,No,5.0,5.3,6.5,8.1,2,0,0,Placed,Core Engineering,Graduate Engineer Trainee,6.51
M,MBA,Finance,66.84,68.6,7.11,No,2.9,3.3,7.9,5.5,1,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,73.14,66.64,5.81,No,8.4,8.0,4.5,3.6,3,1,1,Not Placed,Not Placed,None,
F,BBA,Finance,74.39,72.56,6.84,No,1.0,4.2,6.5,7.7,1,1,0,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,78.33,58.81,7.38,No,5.4,6.7,9.5,6.4,0,0,2,Placed,Finance,Financial Analyst,11.99
F,B.Sc,Biotech,82.83,82.52,8.97,No,1.0,7.0,8.0,6.7,0,0,0,Placed,Consulting,Operations Analyst,9.0
F,B.Com,Accounting & Finance,70.78,79.16,10.0,No,3.3,7.0,5.6,7.2,2,1,2,Placed,Consulting,Operations Analyst,6.59
F,BBA,Marketing,56.92,66.37,9.1,No,4.9,6.1,8.2,8.7,0,1,0,Placed,Consulting,Strategy Consultant,8.24
F,MCA,Computer Applications,66.55,67.84,6.57,No,7.1,6.9,4.9,6.6,1,0,0,Placed,Tech,Web Developer,10.26
F,B.Tech,Computer Science,70.44,68.64,6.67,No,5.6,7.2,6.0,6.9,2,0,1,Not Placed,Not Placed,None,
F,B.Com,General Commerce,51.64,62.22,7.31,No,3.5,7.6,7.1,8.2,0,2,1,Placed,Finance,Financial Analyst,7.91
M,BBA,Finance,83.89,65.57,9.64,No,4.6,9.1,9.6,6.7,1,0,1,Placed,Consulting,Business Analyst,12.74
M,B.Com,Accounting & Finance,71.42,67.3,7.3,No,1.7,6.9,8.5,6.7,2,0,0,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,73.81,86.13,5.91,No,3.9,6.6,6.3,5.0,1,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,83.66,79.47,6.9,No,6.4,5.1,3.4,6.5,4,0,1,Placed,Tech,Data Analyst,9.56
M,BBA,General Management,63.7,79.35,8.41,No,2.5,7.2,7.7,5.9,2,1,0,Placed,Consulting,Business Analyst,8.88
M,B.Tech,Mechanical,75.74,73.7,8.33,Yes,5.7,7.5,6.9,7.0,2,0,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,68.9,58.83,7.26,No,7.6,6.2,7.9,4.8,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,68.16,69.59,8.32,No,7.4,7.3,5.8,9.2,1,2,2,Placed,Tech,Data Analyst,14.49
M,B.Tech,Mechanical,62.28,79.7,4.77,No,2.6,6.1,5.4,9.9,1,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,86.66,57.42,7.62,No,7.0,7.5,6.5,5.5,3,0,2,Placed,Consulting,Operations Analyst,8.02
F,MCA,Computer Applications,66.24,76.37,8.53,No,8.0,7.9,7.8,7.6,2,1,1,Placed,Tech,Software Engineer,14.49
M,B.Com,Accounting & Finance,76.99,93.23,6.5,Yes,5.4,7.8,6.5,6.2,1,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,51.25,80.62,6.5,Yes,6.6,6.7,7.7,4.4,3,2,1,Placed,Tech,Web Developer,11.37
F,MCA,Computer Applications,81.8,84.14,5.26,Yes,6.7,4.9,5.0,4.9,2,2,1,Placed,Tech,Cloud Associate,11.04
F,B.Tech,Computer Science,80.52,72.18,9.41,No,8.7,5.6,6.3,6.9,2,1,3,Placed,Tech,QA Engineer,16.52
M,MCA,Computer Applications,70.97,79.68,6.64,No,6.3,7.4,6.4,10.0,2,2,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,67.73,62.82,7.79,No,2.4,10.0,8.3,8.4,2,0,1,Placed,Consulting,Business Analyst,12.34
M,B.Tech,Computer Science,74.0,77.96,8.22,No,10.0,6.0,6.8,6.1,3,1,0,Placed,Tech,Web Developer,17.22
F,B.Sc,Mathematics,92.89,76.54,9.31,No,4.2,7.2,9.1,2.9,2,0,1,Placed,Consulting,Operations Analyst,10.3
M,B.Com,Accounting & Finance,52.37,72.9,7.32,No,1.3,5.7,8.1,6.6,0,0,0,Placed,Finance,Tax Consultant,7.88
M,B.Sc,Computer Science,77.82,83.16,6.85,No,4.9,5.0,6.7,7.0,0,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,60.88,64.61,7.71,No,7.7,5.5,6.8,5.9,3,1,3,Placed,Tech,Software Engineer,13.18
M,MCA,Computer Applications,69.8,68.13,9.04,Yes,6.8,3.4,7.4,5.2,2,0,3,Placed,Tech,Software Engineer,12.25
F,BBA,Marketing,67.52,70.95,7.3,No,1.2,8.5,5.3,6.8,0,2,0,Placed,Consulting,Business Analyst,7.81
M,BCA,Computer Applications,65.72,59.7,6.35,No,7.2,3.2,9.0,5.1,3,0,3,Placed,Tech,Software Engineer,10.18
M,BCA,Computer Applications,69.9,72.27,5.65,No,5.7,6.1,6.5,9.3,3,0,0,Not Placed,Not Placed,None,
M,B.Tech,Electronics,58.66,52.81,6.03,No,4.8,4.7,4.9,8.8,3,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,80.29,80.47,8.54,No,7.6,5.2,6.5,7.5,3,1,2,Placed,Tech,Software Engineer,13.98
M,MCA,Computer Applications,52.06,70.47,7.12,No,4.7,8.6,6.0,6.6,1,0,0,Not Placed,Not Placed,None,
F,MCA,Computer Applications,75.4,64.79,6.77,No,8.4,6.8,10.0,5.5,1,0,1,Not Placed,Not Placed,None,
F,B.Sc,Computer Science,66.73,61.66,6.64,No,7.2,5.1,8.1,6.5,2,1,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,58.29,67.65,7.6,No,9.3,5.6,6.6,9.0,2,1,1,Placed,Tech,Data Analyst,15.53
F,B.Sc,Physics,72.02,76.88,7.21,No,3.7,5.4,6.3,7.8,0,2,2,Placed,Consulting,Strategy Consultant,5.68
F,B.Com,Accounting & Finance,54.43,75.48,7.17,No,1.4,6.4,8.1,7.0,1,0,0,Not Placed,Not Placed,None,
M,BBA,Marketing,70.4,62.94,9.12,Yes,1.0,6.8,8.0,6.9,0,0,0,Placed,Consulting,Business Analyst,10.56
F,B.Com,Accounting & Finance,55.77,61.54,9.35,No,5.6,9.3,6.2,7.1,0,1,2,Placed,Consulting,Strategy Consultant,9.5
F,MBA,Human Resources,74.61,76.57,5.57,No,1.4,3.6,7.5,5.5,1,2,0,Placed,Finance,Risk Associate,7.16
F,B.Tech,Computer Science,60.76,62.78,7.89,No,8.3,6.4,6.5,8.0,2,2,0,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,65.49,70.6,6.57,No,7.5,6.0,4.5,7.3,4,0,3,Placed,Tech,Cloud Associate,10.8
M,B.Tech,Computer Science,72.94,71.24,7.2,No,7.2,7.9,7.8,7.8,2,1,0,Placed,Consulting,Business Analyst,9.74
F,B.Sc,Biotech,62.27,73.12,7.87,No,1.1,7.0,9.9,6.7,2,0,1,Placed,Consulting,Business Analyst,10.9
F,BBA,General Management,69.42,78.58,7.24,No,3.3,7.4,7.3,6.9,1,2,1,Placed,Consulting,Operations Analyst,8.72
F,B.Tech,Computer Science,54.86,57.37,7.78,No,6.8,7.0,8.2,5.7,3,1,2,Placed,Consulting,Operations Analyst,9.17
M,MBA,Marketing,76.31,50.89,8.31,No,1.3,5.1,9.2,6.0,0,0,2,Placed,Finance,Risk Associate,11.65
M,B.Tech,Information Technology,87.65,64.33,7.85,Yes,8.9,8.3,5.3,4.1,3,1,3,Placed,Tech,Data Analyst,15.16
M,MBA,Marketing,97.92,88.02,6.72,No,3.5,7.7,3.7,8.1,0,0,2,Not Placed,Not Placed,None,
F,MCA,Computer Applications,70.91,90.22,6.74,No,9.1,7.9,7.5,5.1,2,0,1,Placed,Tech,QA Engineer,13.45
M,B.Tech,Mechanical,77.88,88.31,5.77,No,3.6,8.4,6.1,7.7,0,1,1,Not Placed,Not Placed,None,
M,BCA,Computer Applications,52.19,68.07,6.48,No,6.6,7.1,4.4,8.8,3,1,1,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,85.03,52.18,9.85,No,4.0,8.7,6.4,7.1,1,1,1,Placed,Consulting,Business Analyst,9.1
M,B.Tech,Computer Science,77.76,46.57,6.55,Yes,6.9,7.1,7.6,6.9,2,2,2,Placed,Tech,Software Engineer,11.93
F,B.Tech,Computer Science,65.16,63.86,6.07,No,7.5,6.2,6.3,6.9,4,0,1,Placed,Tech,Software Engineer,10.32
M,BBA,Human Resources,82.37,68.02,7.88,No,2.9,6.5,5.3,4.8,1,0,0,Placed,Consulting,Business Analyst,5.81
F,BCA,Computer Applications,67.46,83.01,7.37,No,8.7,6.5,6.2,5.6,2,0,1,Placed,Tech,Software Engineer,13.4
M,B.Tech,Electronics,65.42,78.68,7.27,No,6.6,5.7,6.5,6.2,1,2,2,Placed,Tech,Software Engineer,12.18
F,B.Sc,Computer Science,74.75,72.27,9.19,No,3.8,8.9,3.6,6.3,3,1,0,Placed,Consulting,Strategy Consultant,7.95
F,B.Com,Accounting & Finance,59.37,61.1,8.16,No,3.7,6.9,8.5,5.6,0,1,1,Not Placed,Not Placed,None,
M,B.Tech,Civil,80.22,60.39,6.86,No,3.6,6.6,4.5,6.6,1,0,0,Placed,Core Engineering,Graduate Engineer Trainee,4.74
M,MCA,Computer Applications,59.44,72.54,6.99,No,9.4,7.1,7.5,7.2,2,1,0,Placed,Tech,QA Engineer,15.15
M,B.Tech,Civil,59.5,76.97,6.9,No,3.9,10.0,4.2,6.8,0,1,1,Placed,Consulting,Business Analyst,9.0
F,B.Tech,Civil,60.9,73.92,8.55,No,2.5,4.8,8.0,7.2,0,1,0,Placed,Core Engineering,Design Engineer,4.74
F,B.Com,General Commerce,77.6,59.65,7.13,No,2.3,5.2,5.9,6.1,1,1,0,Placed,Consulting,Operations Analyst,5.12
M,B.Tech,Electronics,63.83,76.51,5.35,No,5.6,4.4,5.7,8.3,2,0,0,Placed,Core Engineering,Graduate Engineer Trainee,6.61
F,BCA,Computer Applications,56.52,74.26,7.44,Yes,9.1,6.2,6.9,7.2,3,1,0,Placed,Tech,Data Analyst,15.03
M,B.Com,General Commerce,63.94,59.29,5.66,No,2.0,6.9,5.2,7.3,0,0,2,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,69.68,62.16,10.0,No,7.9,5.8,6.9,8.0,2,1,1,Placed,Tech,QA Engineer,15.79
F,B.Sc,Mathematics,58.19,76.88,6.34,No,1.0,5.7,5.4,6.2,0,0,1,Placed,Finance,Financial Analyst,5.88
M,B.Tech,Information Technology,58.48,67.65,7.31,No,8.3,6.7,5.7,6.0,3,1,2,Placed,Tech,QA Engineer,13.74
M,MBA,Finance,91.11,85.89,7.81,No,8.0,5.7,7.3,5.9,2,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,61.39,75.01,7.15,No,8.5,7.0,4.8,6.4,3,0,1,Placed,Tech,Software Engineer,12.93
M,BBA,Finance,66.77,65.13,7.15,Yes,1.7,8.2,6.0,8.1,0,1,1,Placed,Finance,Risk Associate,8.09
M,B.Sc,Mathematics,66.33,69.9,8.01,No,1.4,7.5,6.9,7.5,2,0,0,Placed,Consulting,Business Analyst,8.39
M,B.Tech,Mechanical,65.79,70.63,9.33,No,3.6,7.8,6.5,6.9,0,0,1,Not Placed,Not Placed,None,
M,B.Sc,Computer Science,76.21,62.72,8.42,No,4.2,8.1,6.8,7.1,0,1,0,Placed,Consulting,Strategy Consultant,8.88
M,MBA,Business Analytics,79.48,60.87,9.27,No,2.4,6.9,8.4,6.9,0,0,2,Placed,Consulting,Strategy Consultant,9.36
M,B.Sc,Physics,66.94,77.01,6.24,No,4.5,6.3,6.6,5.1,1,1,2,Placed,Consulting,Business Analyst,6.85
M,BBA,General Management,57.64,78.45,7.88,Yes,1.2,5.3,7.4,10.0,0,1,0,Placed,Consulting,Operations Analyst,8.55
M,BBA,Finance,82.74,76.04,7.69,No,3.3,5.9,7.3,8.3,0,0,0,Not Placed,Not Placed,None,
F,B.Tech,Electronics,69.05,85.15,7.92,Yes,8.0,5.7,3.5,8.0,1,0,0,Placed,Core Engineering,Graduate Engineer Trainee,5.93
F,B.Tech,Computer Science,87.3,64.58,9.15,No,7.8,7.6,3.9,8.0,2,1,2,Placed,Tech,Software Engineer,14.78
M,B.Sc,Biotech,47.54,86.74,7.24,No,4.0,7.0,9.4,6.0,0,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,71.95,60.99,7.01,No,4.3,7.5,6.5,9.8,3,1,0,Placed,Consulting,Strategy Consultant,8.05
F,BBA,General Management,89.19,59.87,8.14,No,4.6,4.8,7.9,9.9,0,1,1,Not Placed,Not Placed,None,
F,MBA,Business Analytics,66.47,52.4,5.37,No,4.5,8.6,5.8,5.8,0,1,2,Placed,Consulting,Strategy Consultant,8.42
M,MCA,Computer Applications,67.75,65.54,7.22,Yes,7.1,5.9,6.4,7.5,2,0,0,Placed,Tech,Web Developer,10.82
M,B.Tech,Computer Science,72.96,64.96,7.34,No,7.1,4.8,5.8,8.0,2,1,1,Placed,Tech,Software Engineer,11.93
M,B.Com,General Commerce,64.41,75.26,6.4,Yes,3.2,5.8,10.0,7.0,0,1,2,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,66.88,72.44,8.77,No,6.6,10.0,6.9,6.8,3,1,0,Placed,Consulting,Operations Analyst,10.88
M,BBA,General Management,66.62,58.07,6.23,Yes,3.7,5.9,5.7,6.5,2,1,2,Placed,Consulting,Operations Analyst,7.42
M,MCA,Computer Applications,63.73,66.07,7.34,No,8.3,6.0,4.0,5.9,3,2,0,Placed,Tech,Software Engineer,14.82
F,B.Com,Accounting & Finance,82.29,66.29,7.85,No,3.3,6.2,7.7,4.8,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Civil,74.61,52.24,9.12,No,4.0,6.3,6.3,7.8,2,0,0,Not Placed,Not Placed,None,
M,B.Sc,Physics,72.51,60.19,7.49,Yes,3.1,5.3,7.6,5.9,1,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,78.09,62.29,8.62,No,5.9,6.7,7.8,6.4,1,1,0,Placed,Consulting,Operations Analyst,8.5
M,B.Sc,Computer Science,67.36,84.34,8.34,No,4.8,8.1,5.8,5.3,2,0,0,Placed,Consulting,Strategy Consultant,7.92
M,B.Tech,Electronics,62.26,71.91,7.65,No,5.1,7.0,7.5,3.8,2,2,2,Placed,Consulting,Business Analyst,8.48
M,B.Com,Accounting & Finance,63.97,76.62,6.19,Yes,4.3,4.8,8.3,6.1,0,0,1,Placed,Finance,Tax Consultant,10.81
F,BBA,Human Resources,70.02,55.01,5.78,No,2.1,6.0,5.0,9.5,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Electronics,59.41,81.94,7.63,No,2.8,5.7,8.2,6.6,3,1,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,65.0,83.01,6.85,No,8.5,6.6,6.3,5.0,2,2,0,Placed,Tech,Software Engineer,14.58
F,B.Tech,Information Technology,64.84,50.02,8.6,No,6.7,8.5,7.3,6.2,2,0,1,Placed,Consulting,Business Analyst,9.77
